Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.031249046325683594,0.000432,0.000544
1,0.015630006790161133,2.4e-05,0.000112
2,0.015644311904907227,2.4e-05,0.000112
3,0.015594244003295898,2.4e-05,0.000112
4,0.03127121925354004,2.4e-05,0.000112
5,0.03170919418334961,2.4e-05,0.000112
6,0.015638351440429688,2.4e-05,0.000112
7,0.015644311904907227,2.4e-05,0.000112
8,0.024149417877197266,2.4e-05,0.000112
9,0.015645742416381836,2.4e-05,0.000112
