Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,302.66110587120056,0.01248,0.013956
1,190.34125995635986,2.4e-05,0.001476
2,258.13811469078064,2.4e-05,0.001476
3,283.22900557518005,2.4e-05,0.001476
4,256.7673933506012,2.4e-05,0.001476
5,188.1055371761322,2.4e-05,0.001476
6,181.16716814041138,2.4e-05,0.001476
7,179.88236498832703,2.4e-05,0.001476
8,227.09084057807922,2.4e-05,0.001476
9,182.77288794517517,2.4e-05,0.001476
