Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.01539301872253418,0.006096,0.00676
1,0.015578985214233398,2.4e-05,0.000664
2,0.01563239097595215,2.4e-05,0.000664
3,0.0065114498138427734,2.4e-05,0.000664
4,0.0,2.4e-05,0.000664
5,0.0,2.4e-05,0.000664
6,0.015626907348632812,2.4e-05,0.000664
7,0.015638113021850586,2.4e-05,0.000664
8,0.0,2.4e-05,0.000664
9,0.01562809944152832,2.4e-05,0.000664
