Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.20407724380493164,0.000432,0.000544
1,0.17267751693725586,2.4e-05,0.000112
2,0.1723189353942871,2.4e-05,0.000112
3,0.17269587516784668,2.4e-05,0.000112
4,0.18830633163452148,2.4e-05,0.000112
5,0.18832111358642578,2.4e-05,0.000112
6,0.1883094310760498,2.4e-05,0.000112
7,0.18831181526184082,2.4e-05,0.000112
8,0.14216279983520508,2.4e-05,0.000112
9,0.14115548133850098,2.4e-05,0.000112
