Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,1.7260081768035889,0.009288,0.0104
1,1.6006519794464111,2.4e-05,0.001112
2,1.631831407546997,2.4e-05,0.001112
3,2.0080173015594482,2.4e-05,0.001112
4,1.6627404689788818,2.4e-05,0.001112
5,1.7099874019622803,2.4e-05,0.001112
6,1.6631226539611816,2.4e-05,0.001112
7,1.681349277496338,2.4e-05,0.001112
8,1.6314623355865479,2.4e-05,0.001112
9,1.615386962890625,2.4e-05,0.001112
