Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.1097879409790039,0.007464,0.008324
1,0.08464694023132324,2.4e-05,0.00086
2,0.0967855453491211,2.4e-05,0.00086
3,0.09164786338806152,2.4e-05,0.00086
4,0.08814859390258789,2.4e-05,0.00086
5,0.08964753150939941,2.4e-05,0.00086
6,0.08462738990783691,2.4e-05,0.00086
7,0.09416317939758301,2.4e-05,0.00086
8,0.09417319297790527,2.4e-05,0.00086
9,0.07862377166748047,2.4e-05,0.00086
