Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.2977731227874756,0.000432,0.000544
1,0.37683701515197754,2.4e-05,0.000112
2,0.33034420013427734,2.4e-05,0.000112
3,0.36957526206970215,2.4e-05,0.000112
4,0.34455442428588867,2.4e-05,0.000112
5,0.3138899803161621,2.4e-05,0.000112
6,0.3137233257293701,2.4e-05,0.000112
7,0.36051511764526367,2.4e-05,0.000112
8,0.3137345314025879,2.4e-05,0.000112
9,0.3297429084777832,2.4e-05,0.000112
