Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.0367734432220459,0.000432,0.000544
1,0.03126978874206543,2.4e-05,0.000112
2,0.03125166893005371,2.4e-05,0.000112
3,0.03165936470031738,2.4e-05,0.000112
4,0.0312647819519043,2.4e-05,0.000112
5,0.031244516372680664,2.4e-05,0.000112
6,0.03176546096801758,2.4e-05,0.000112
7,0.031245946884155273,2.4e-05,0.000112
8,0.03165388107299805,2.4e-05,0.000112
9,0.031264543533325195,2.4e-05,0.000112
