Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,3.554206371307373,0.000432,0.000544
1,3.884631395339966,2.4e-05,0.000112
2,4.377605676651001,2.4e-05,0.000112
3,3.873422861099243,2.4e-05,0.000112
4,3.975611448287964,2.4e-05,0.000112
5,3.9873528480529785,2.4e-05,0.000112
6,3.9143550395965576,2.4e-05,0.000112
7,3.8552048206329346,2.4e-05,0.000112
8,3.8447141647338867,2.4e-05,0.000112
9,3.8993077278137207,2.4e-05,0.000112
