Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,9.615793943405151,0.010656,0.01188
1,8.480090379714966,2.4e-05,0.001224
2,7.106211423873901,2.4e-05,0.001224
3,7.016908407211304,2.4e-05,0.001224
4,7.306869268417358,2.4e-05,0.001224
5,7.139509677886963,2.4e-05,0.001224
6,7.399361848831177,2.4e-05,0.001224
7,7.2156291007995605,2.4e-05,0.001224
8,7.25009560585022,2.4e-05,0.001224
9,7.470286846160889,2.4e-05,0.001224
