Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.015623092651367188,0.006552,0.007272
1,0.016031503677368164,2.4e-05,0.00072
2,0.015630245208740234,2.4e-05,0.00072
3,0.01562952995300293,2.4e-05,0.00072
4,0.015617609024047852,2.4e-05,0.00072
5,0.016028404235839844,2.4e-05,0.00072
6,0.015625476837158203,2.4e-05,0.00072
7,0.015629053115844727,2.4e-05,0.00072
8,0.015631437301635742,2.4e-05,0.00072
9,0.016026973724365234,2.4e-05,0.00072
