Iteracao,Tempo de Execucao (s),Uso de Memoria - atual (MB),Uso de Memoria - Pico (MB)
0,0.17228484153747559,0.00792,0.008836
1,0.2352309226989746,2.4e-05,0.000916
2,0.21956515312194824,2.4e-05,0.000916
3,0.21956133842468262,2.4e-05,0.000916
4,0.22000837326049805,2.4e-05,0.000916
5,0.21957015991210938,2.4e-05,0.000916
6,0.20394635200500488,2.4e-05,0.000916
7,0.15707159042358398,2.4e-05,0.000916
8,0.18829941749572754,2.4e-05,0.000916
9,0.18830513954162598,2.4e-05,0.000916
